Date,BNGA.JK,TLKM.JK,ADRO.JK,ANTM.JK
2025-07-18 00:00:00+07:00,1565.841064453125,2770.0,1618.06298828125,2970.0
2025-07-21 00:00:00+07:00,1561.2760009765625,2800.0,1662.15185546875,3190.0
2025-07-22 00:00:00+07:00,1552.1456298828125,2850.0,1732.6942138671875,2960.0
2025-07-23 00:00:00+07:00,1556.7108154296875,2850.0,1781.19189453125,3040.0
2025-07-24 00:00:00+07:00,1588.666748046875,2840.0,1741.511962890625,3030.0
2025-07-25 00:00:00+07:00,1574.9713134765625,2820.0,1688.605224609375,2970.0
2025-07-28 00:00:00+07:00,1574.9713134765625,2860.0,1697.4229736328125,2970.0
2025-07-29 00:00:00+07:00,1574.9713134765625,2880.0,1693.01416015625,3000.0
2025-07-30 00:00:00+07:00,1556.7108154296875,2880.0,1675.378662109375,2990.0
2025-07-31 00:00:00+07:00,1556.7108154296875,2880.0,1631.2896728515625,2850.0
2025-08-01 00:00:00+07:00,1552.1456298828125,2980.0,1644.516357421875,2880.0
2025-08-04 00:00:00+07:00,1547.58056640625,3030.0,1675.378662109375,2910.0
2025-08-05 00:00:00+07:00,1552.1456298828125,3030.0,1644.516357421875,2940.0
2025-08-06 00:00:00+07:00,1547.58056640625,2990.0,1640.107421875,3080.0
2025-08-07 00:00:00+07:00,1547.58056640625,2950.0,1648.92529296875,3150.0
2025-08-08 00:00:00+07:00,1552.1456298828125,2940.0,1578.3829345703125,3090.0
2025-08-11 00:00:00+07:00,1556.7108154296875,2990.0,1596.0185546875,2940.0
2025-08-12 00:00:00+07:00,1574.9713134765625,3180.0,1640.107421875,2900.0
2025-08-13 00:00:00+07:00,1579.5364990234375,3360.0,1613.6541748046875,2910.0
2025-08-14 00:00:00+07:00,1574.9713134765625,3420.0,1622.471923828125,2890.0
2025-08-15 00:00:00+07:00,1565.841064453125,3310.0,1596.0185546875,2900.0
2025-08-19 00:00:00+07:00,1570.40625,3250.0,1587.2008056640625,2810.0
2025-08-20 00:00:00+07:00,1588.666748046875,3220.0,1596.0185546875,2840.0
2025-08-21 00:00:00+07:00,1574.9713134765625,3250.0,1569.565185546875,2830.0
2025-08-22 00:00:00+07:00,1574.9713134765625,3240.0,1565.15625,2820.0
2025-08-25 00:00:00+07:00,1579.5364990234375,3310.0,1534.2940673828125,2870.0
2025-08-26 00:00:00+07:00,1574.9713134765625,3260.0,1529.88525390625,2880.0
2025-08-27 00:00:00+07:00,1574.9713134765625,3170.0,1591.609619140625,2960.0
2025-08-28 00:00:00+07:00,1570.40625,3180.0,1560.7474365234375,2980.0
2025-08-29 00:00:00+07:00,1552.1456298828125,3130.0,1547.520751953125,3040.0
2025-09-01 00:00:00+07:00,1552.1456298828125,3110.0,1516.658447265625,3200.0
2025-09-02 00:00:00+07:00,1547.58056640625,3070.0,1516.658447265625,3470.0
2025-09-03 00:00:00+07:00,1547.58056640625,3110.0,1525.476318359375,3480.0
2025-09-04 00:00:00+07:00,1561.2760009765625,3150.0,1551.9296875,3390.0
2025-09-08 00:00:00+07:00,1556.7108154296875,3090.0,1516.658447265625,3610.0
2025-09-09 00:00:00+07:00,1543.015380859375,3050.0,1485.7962646484375,3660.0
2025-09-10 00:00:00+07:00,1547.58056640625,3150.0,1485.7962646484375,3510.0
2025-09-11 00:00:00+07:00,1556.7108154296875,3080.0,1481.3873291015625,3390.0
2025-09-12 00:00:00+07:00,1565.841064453125,3100.0,1472.569580078125,3490.0
2025-09-15 00:00:00+07:00,1579.5364990234375,3260.0,1481.3873291015625,3490.0
2025-09-16 00:00:00+07:00,1574.9713134765625,3300.0,1454.9339599609375,3600.0
2025-09-17 00:00:00+07:00,1574.9713134765625,3340.0,1476.978515625,3460.0
2025-09-18 00:00:00+07:00,1570.40625,3250.0,1446.1162109375,3420.0
